id_servidor,paso_temporal,temperatura_cpu,uso_cpu,uso_memoria,trafico_red,fallo
15,32,50.68,34.7,46.76,80.17,0
15,33,45.42,36.25,44.61,103.41,0
15,34,46.79,32.58,42.51,82.15,0
15,35,47.7,35.53,43.27,52.05,0
15,36,49.88,36.0,48.55,434.97,0
15,37,52.78,32.55,41.03,339.76,0
15,38,53.71,39.54,46.4,410.44,0
15,39,44.34,36.2,44.91,33.25,0
16,0,36.96,28.33,49.86,86.16,0
16,1,47.43,32.28,51.11,88.84,0
16,2,49.85,31.91,50.33,32.53,0
16,3,45.84,31.15,46.07,236.59,0
16,4,42.15,26.05,42.93,584.74,0
16,5,47.7,35.51,50.17,32.59,0
16,6,48.67,39.47,53.93,69.07,0
16,7,40.69,30.62,46.14,169.67,0
16,8,41.29,26.4,48.49,161.96,0
16,9,48.21,30.7,51.7,612.86,0
16,10,49.18,34.55,45.61,54.89,0
16,11,45.61,28.13,42.99,39.33,0
16,12,41.85,30.07,46.16,235.72,0
16,13,45.97,31.95,48.48,113.93,0
16,14,39.58,35.4,47.29,217.96,0
16,15,48.21,33.69,52.71,73.77,0
16,16,53.29,33.85,49.72,201.73,0
16,17,39.39,28.88,46.22,336.39,0
16,18,44.47,32.19,42.84,250.34,0
16,19,46.06,27.7,41.21,130.51,0
16,20,52.64,33.97,49.3,210.86,0
16,21,46.4,35.19,41.89,151.12,0
16,22,44.32,32.8,51.19,180.95,0
16,23,37.52,29.12,45.67,140.93,0
16,24,46.11,29.77,57.19,160.28,0
16,25,57.56,37.81,57.72,205.45,0
16,26,46.53,29.18,45.62,60.8,0
16,27,47.91,34.79,48.39,58.09,0
16,28,47.98,31.94,50.75,13.37,0
16,29,45.41,29.25,51.87,12.03,0
16,30,40.34,25.21,39.03,33.93,0
16,31,49.75,31.43,41.34,199.14,0
16,32,47.14,30.95,44.97,72.87,0
16,33,49.46,37.81,52.03,241.63,0
16,34,40.59,27.15,46.95,184.17,0
16,35,55.51,39.77,54.52,56.22,0
16,36,49.43,32.1,43.58,258.6,0
16,37,44.55,32.1,39.89,277.3,0
16,38,48.99,28.21,48.62,60.74,0
16,39,44.66,31.85,44.69,230.42,0
17,0,42.3,24.83,42.83,410.81,0
17,1,39.86,28.2,39.98,87.05,0
17,2,48.38,31.12,39.06,22.7,0
17,3,39.34,23.21,40.89,123.45,0
17,4,53.31,27.34,45.36,57.06,0
17,5,45.91,25.27,38.31,270.13,0
17,6,42.69,28.29,37.51,67.81,0
17,7,44.21,31.86,43.76,183.41,0
17,8,43.06,24.86,40.62,69.34,0
17,9,39.85,19.14,40.15,141.56,0
17,10,49.71,28.79,45.81,377.21,0
17,11,43.09,22.49,39.65,223.28,0
17,12,40.69,25.25,47.21,76.38,0
17,13,52.89,28.97,43.5,176.26,0
17,14,44.62,27.01,40.73,182.16,0
17,15,46.76,25.41,35.84,236.72,0
17,16,40.38,23.51,39.44,15.98,0
17,17,39.99,14.22,35.01,251.11,0
17,18,46.41,28.61,45.77,144.53,0
17,19,35.85,24.81,42.41,104.41,0
17,20,54.72,31.87,40.17,121.41,0
17,21,49.77,27.41,42.63,256.0,0
17,22,41.29,23.65,42.58,182.72,0
17,23,41.43,30.09,48.3,11.33,0
17,24,47.38,30.42,46.34,61.8,0
17,25,43.82,24.94,43.46,617.61,0
17,26,47.5,30.59,43.69,170.51,0
17,27,43.62,23.6,41.62,110.51,0
17,28,46.2,26.46,45.75,122.3,0
17,29,50.72,28.1,37.97,263.54,0
17,30,47.59,28.96,41.6,117.88,0
17,31,40.82,28.3,39.91,169.43,0
17,32,48.71,24.49,41.99,440.39,0
17,33,52.45,30.19,47.37,9.16,0
17,34,56.26,25.32,39.15,42.22,0
17,35,38.34,23.54,32.43,274.03,0
17,36,43.83,23.6,38.98,98.56,0
17,37,39.12,33.58,47.85,141.81,0
17,38,44.72,22.85,41.78,86.26,0
17,39,44.06,30.98,45.08,148.82,0
18,0,54.01,48.7,42.1,418.6,0
18,1,45.94,39.93,37.5,453.66,0
18,2,48.36,46.94,41.01,38.88,0
18,3,59.42,42.8,29.98,139.75,0
18,4,52.21,45.32,40.91,481.38,0
18,5,57.32,46.9,42.37,175.13,0
18,6,44.23,41.44,42.74,209.31,0
18,7,63.35,45.21,41.23,2.54,0
18,8,60.72,54.67,43.84,198.03,0
18,9,55.72,53.79,47.53,411.83,0
18,10,54.25,51.03,34.86,334.4,0
18,11,59.47,53.32,41.97,106.8,0
18,12,58.76,52.29,40.67,132.44,0
18,13,60.35,60.04,46.58,725.9,0
18,14,57.34,55.0,37.17,77.86,0
18,15,60.9,57.95,50.1,49.23,0
18,16,53.95,62.86,47.13,169.82,0
18,17,56.48,56.45,46.13,361.21,0
18,18,56.28,67.11,50.61,222.65,0
18,19,60.22,56.1,49.08,343.95,0
18,20,61.55,70.11,45.08,308.79,0
18,21,54.93,63.51,48.62,114.38,0
18,22,58.93,65.45,52.91,88.86,0
18,23,60.34,60.32,46.49,93.46,0
18,24,62.25,67.54,46.93,26.05,0
18,25,57.99,66.71,47.7,183.88,0
18,26,57.36,69.97,49.86,168.54,0
18,27,66.06,73.4,50.32,250.97,0
18,28,66.18,79.36,54.88,188.63,0
18,29,66.83,77.96,59.73,236.57,0
18,30,68.15,79.98,53.69,306.84,0
18,31,68.68,76.01,52.27,203.86,0
18,32,71.51,78.53,56.53,375.79,0
18,33,74.42,90.94,60.02,254.63,0
18,34,68.67,82.51,52.41,89.14,0
18,35,75.25,93.8,61.68,151.47,0
18,36,71.1,87.95,58.92,91.35,0
18,37,67.15,90.7,63.71,778.24,0
18,38,80.87,96.75,60.0,134.28,0
18,39,81.32,99.36,67.63,245.55,1
19,0,47.57,37.08,46.07,27.15,0
19,1,52.59,28.68,40.04,220.2,0
19,2,46.77,33.01,45.96,120.99,0
19,3,41.27,25.67,35.38,121.74,0
19,4,50.43,33.31,46.11,194.89,0
19,5,46.07,31.08,41.23,104.89,0
19,6,41.24,32.18,42.62,191.49,0
19,7,48.91,27.7,43.71,108.8,0
19,8,39.89,23.64,40.69,115.38,0
19,9,47.03,32.3,47.81,299.15,0
19,10,41.86,22.03,36.51,311.36,0
19,11,46.27,29.02,42.58,25.04,0
19,12,38.9,34.05,48.05,269.65,0
19,13,44.94,31.05,44.96,347.83,0
19,14,54.02,38.08,48.33,366.89,0
19,15,52.88,34.39,48.92,242.45,0
19,16,40.76,27.67,40.9,53.11,0
19,17,49.66,30.4,41.44,255.6,0
19,18,42.8,30.1,45.24,75.69,0
19,19,41.52,23.96,40.08,138.84,0
19,20,42.91,26.53,45.43,225.97,0
19,21,45.34,28.04,43.63,83.43,0
19,22,46.19,22.14,37.7,42.43,0
19,23,47.08,30.48,44.62,235.89,0
19,24,44.97,29.29,39.99,404.07,0
19,25,46.72,23.6,43.54,329.19,0
19,26,43.47,31.9,39.54,264.86,0
19,27,46.94,33.15,48.74,297.5,0
19,28,50.33,31.2,44.89,256.53,0
19,29,47.45,28.99,42.3,233.99,0
19,30,45.16,32.65,47.01,287.83,0
19,31,41.13,33.01,46.33,15.8,0
19,32,47.74,31.52,48.37,203.94,0
19,33,38.1,26.99,46.3,170.29,0
19,34,45.59,31.39,45.08,189.47,0
19,35,52.85,35.07,42.7,124.64,0
19,36,47.22,27.9,40.56,242.46,0
19,37,41.7,38.68,46.96,81.85,0
19,38,45.77,28.18,46.05,115.94,0
19,39,44.72,30.42,41.97,101.53,0
20,0,51.53,54.25,63.43,203.72,0
20,1,59.01,55.1,56.43,228.08,0
20,2,58.65,52.36,54.18,247.04,0
20,3,50.9,52.54,58.61,134.67,0
20,4,55.8,54.41,62.14,31.82,0
20,5,60.65,51.84,51.94,294.91,0
20,6,61.24,58.34,58.76,69.17,0
20,7,56.24,56.12,56.4,204.35,0
20,8,55.49,56.26,58.95,29.04,0
20,9,62.29,48.9,55.2,267.79,0
20,10,50.34,52.45,61.2,291.75,0
20,11,55.48,51.56,56.0,720.82,0
20,12,48.56,48.74,59.63,303.91,0
20,13,62.19,54.21,56.51,367.67,0
20,14,55.25,50.62,58.99,39.11,0
20,15,58.19,55.39,58.84,85.36,0
20,16,65.38,48.49,60.69,1000.0,0
20,17,57.06,59.64,55.12,315.63,0
20,18,61.62,49.18,51.45,538.77,0
20,19,55.11,53.64,63.34,90.73,0
20,20,56.8,55.93,55.91,606.81,0
20,21,65.78,50.48,53.67,12.61,0
20,22,57.2,56.18,55.55,27.43,0
20,23,48.51,47.85,58.48,30.32,0
20,24,60.07,58.57,55.38,144.71,0
20,25,55.61,52.82,57.0,861.76,0
20,26,56.64,50.38,54.95,232.02,0
20,27,55.19,51.57,59.79,118.97,0
20,28,66.62,56.0,56.5,121.92,0
20,29,57.42,50.43,57.22,194.84,0
20,30,50.59,49.77,51.69,0.48,0
20,31,56.36,51.88,64.01,295.13,0
20,32,50.91,48.06,53.99,334.25,0
20,33,58.63,60.05,60.21,104.93,0
20,34,51.59,50.5,61.34,132.19,0
20,35,66.23,56.09,56.46,329.2,0
20,36,53.89,53.6,62.78,165.23,0
20,37,57.21,48.83,53.77,250.59,0
20,38,54.97,52.74,59.11,168.92,0
20,39,53.08,55.9,56.42,366.76,0
21,0,53.89,46.62,41.24,204.12,0
21,1,54.09,42.66,45.03,129.27,0
21,2,52.06,49.14,45.78,269.95,0
21,3,53.68,46.64,47.2,159.13,0
21,4,46.44,37.28,40.49,96.8,0
21,5,56.52,49.69,50.06,210.52,0
21,6,52.27,46.46,42.65,58.44,0
21,7,56.71,51.37,51.78,22.47,0
21,8,47.22,42.18,43.72,707.28,0
21,9,44.26,33.85,35.69,101.11,0
21,10,48.47,47.68,48.54,149.5,0
21,11,51.11,47.73,45.66,63.99,0
21,12,40.01,39.8,37.11,325.07,0
21,13,50.39,42.65,45.13,100.62,0
21,14,56.35,57.58,54.07,128.16,0
21,15,53.46,45.34,49.47,225.35,0
21,16,54.94,49.48,45.86,14.81,0
21,17,57.25,43.96,45.1,5.93,0
21,18,59.95,38.2,42.2,225.71,0
21,19,57.65,45.88,50.4,126.61,0
21,20,51.12,45.5,42.64,71.82,0
21,21,50.71,44.96,43.54,252.4,0
21,22,56.68,46.1,42.83,82.57,0
21,23,47.17,47.62,41.48,147.06,0
21,24,51.88,45.96,46.34,72.46,0
21,25,50.14,41.5,48.8,216.41,0
21,26,56.65,48.51,46.01,339.85,0
21,27,52.29,38.76,39.37,43.32,0
21,28,46.67,38.36,42.72,193.52,0
21,29,53.12,49.52,49.07,282.79,0
21,30,56.13,48.59,46.19,129.42,0
21,31,50.12,46.33,50.32,44.27,0
21,32,55.67,40.98,40.6,230.52,0
21,33,54.55,43.73,43.57,300.2,0
21,34,53.62,45.51,46.3,286.86,0
21,35,52.05,40.18,44.22,223.91,0
21,36,50.19,43.6,44.62,191.75,0
21,37,52.11,49.17,42.75,72.12,0
21,38,54.35,52.27,56.08,283.83,0
21,39,54.65,44.88,44.26,277.19,0
22,0,41.01,26.31,47.29,209.61,0
22,1,48.91,29.03,50.73,60.56,0
22,2,49.46,24.14,44.0,460.7,0
22,3,46.83,26.57,46.74,139.91,0
22,4,51.8,29.61,47.16,257.4,0
22,5,50.38,39.22,47.01,178.51,0
22,6,52.77,30.0,51.21,31.97,0
22,7,50.97,23.37,51.99,47.82,0
22,8,36.6,25.07,43.08,269.88,0
22,9,44.36,24.95,49.09,365.92,0
22,10,41.35,19.58,40.72,91.82,0
22,11,42.01,25.45,46.58,18.8,0
22,12,47.63,29.7,53.03,140.98,0
22,13,42.13,21.67,42.72,67.55,0
22,14,43.3,30.96,48.57,843.72,0
22,15,45.1,28.72,41.66,253.24,0
22,16,47.78,23.83,43.22,173.94,0
22,17,44.78,26.2,40.19,80.46,0
22,18,49.76,33.16,51.02,250.62,0
22,19,44.55,29.7,50.8,260.02,0
22,20,46.14,26.8,46.02,139.55,0
22,21,39.04,25.82,47.25,196.55,0
22,22,42.45,27.07,45.79,242.46,0
22,23,42.96,24.72,48.25,231.13,0
22,24,35.33,18.35,43.37,184.87,0
22,25,44.75,34.94,43.85,351.91,0
22,26,45.85,27.39,50.11,249.92,0
22,27,45.56,28.36,46.16,125.92,0
22,28,47.43,26.54,42.43,126.64,0
22,29,40.56,23.83,43.96,113.03,0
22,30,44.2,26.02,40.12,255.85,0
22,31,38.68,20.37,39.73,105.27,0
22,32,51.33,35.88,51.3,834.65,0
22,33,46.8,21.83,45.26,306.96,0
22,34,44.35,22.64,45.88,203.0,0
22,35,47.75,25.01,45.95,323.82,0
22,36,46.81,31.92,46.76,275.77,0
22,37,47.56,26.82,46.58,38.8,0
22,38,42.34,21.82,43.06,167.74,0
22,39,42.52,31.78,43.62,298.79,0
23,0,49.18,44.49,51.49,299.97,0
23,1,50.49,41.68,56.61,72.22,0
23,2,52.28,57.13,57.53,211.3,0
23,3,49.52,41.1,54.01,177.02,0
23,4,55.99,43.68,52.45,160.97,0
23,5,50.66,47.05,52.3,121.56,0
23,6,61.61,47.79,53.5,254.42,0
23,7,48.9,49.22,58.57,249.85,0
23,8,55.17,52.62,58.86,316.38,0
23,9,51.19,47.42,58.52,70.5,0
23,10,50.22,41.17,53.71,228.95,0
23,11,57.89,44.36,48.64,222.6,0
23,12,49.51,46.62,61.95,333.0,0
23,13,54.88,53.66,59.38,203.73,0
23,14,52.93,39.8,53.6,80.51,0
23,15,55.47,50.2,55.34,12.57,0
23,16,53.91,46.11,58.42,138.14,0
23,17,50.56,48.74,52.32,54.98,0
23,18,52.41,44.98,56.25,104.58,0
23,19,55.86,42.02,46.04,144.88,0
23,20,47.82,48.39,58.01,97.21,0
23,21,51.29,48.01,52.03,185.01,0
23,22,47.41,49.28,57.08,151.67,0
23,23,55.0,45.34,58.87,140.68,0
23,24,56.68,42.99,56.05,110.9,0
23,25,49.28,39.16,55.65,24.64,0
23,26,50.37,48.67,59.59,257.12,0
23,27,49.76,47.09,53.45,276.51,0
23,28,49.91,41.53,54.66,40.65,0
23,29,50.69,43.24,47.76,82.23,0
23,30,55.67,43.52,51.31,308.64,0
23,31,47.48,39.46,56.35,690.53,0
23,32,53.12,42.12,51.68,166.62,0
23,33,49.57,40.86,46.21,353.02,0
23,34,49.14,43.74,60.32,136.61,0
23,35,50.2,42.44,54.94,119.43,0
23,36,51.23,38.88,54.01,161.16,0
23,37,60.26,53.48,54.82,402.41,0
23,38,54.18,50.4,57.61,233.54,0
23,39,46.63,42.28,53.87,182.29,0
24,0,54.59,45.27,45.54,306.57,0
24,1,48.76,40.07,47.58,175.68,0
24,2,48.71,42.29,54.89,923.0,0
24,3,58.63,47.25,48.04,185.86,0
24,4,54.64,43.89,57.47,40.73,0
24,5,42.43,42.28,56.26,972.78,0
24,6,47.78,40.11,52.0,205.19,0
24,7,47.27,39.99,53.78,148.35,0
24,8,47.51,39.12,53.16,227.79,0
24,9,54.01,40.35,51.58,149.74,0
24,10,53.03,45.54,49.77,422.17,0
24,11,45.59,41.63,55.74,909.19,0
24,12,47.54,37.12,55.16,126.37,0
24,13,56.98,49.59,52.14,220.48,0
24,14,51.27,43.8,48.86,128.56,0
24,15,46.39,36.89,49.96,191.15,0
24,16,52.07,40.75,50.08,33.9,0
24,17,58.24,42.96,53.62,178.97,0
24,18,56.54,49.34,60.0,122.66,0
24,19,54.72,38.09,43.54,45.27,0
24,20,51.04,46.42,59.92,417.09,0
24,21,54.1,48.12,54.12,49.95,0
24,22,50.29,40.0,53.5,180.84,0
24,23,51.52,41.41,54.49,83.66,0
24,24,51.41,38.37,53.51,215.64,0
24,25,47.51,41.7,52.78,27.07,0
24,26,54.08,42.37,53.85,280.84,0
24,27,46.26,45.16,55.09,424.34,0
24,28,48.22,46.88,52.83,79.26,0
24,29,58.72,39.53,45.8,326.04,0
24,30,45.9,34.65,45.38,134.17,0
24,31,54.44,42.43,52.56,360.69,0
24,32,58.89,43.69,50.88,442.62,0
24,33,42.76,43.52,50.8,151.96,0
24,34,55.46,41.21,58.29,2.43,0
24,35,54.38,43.02,56.0,293.77,0
24,36,60.91,48.58,54.84,206.93,0
24,37,47.53,44.04,55.85,240.21,0
24,38,56.68,41.02,50.89,139.22,0
24,39,47.68,40.52,52.41,73.86,0
25,0,43.9,36.69,29.86,371.81,0
25,1,48.23,30.75,35.66,77.38,0
25,2,60.33,34.71,43.39,517.92,0
25,3,47.34,30.92,32.1,106.89,0
25,4,50.6,39.44,38.99,724.5,0
25,5,49.96,39.53,40.61,23.83,0
25,6,47.64,29.74,37.62,402.13,0
25,7,54.34,42.0,38.04,148.6,0
25,8,48.48,46.65,35.05,159.4,0
25,9,48.84,36.85,37.47,233.19,0
25,10,38.61,34.1,35.78,179.42,0
25,11,53.22,47.96,40.45,108.75,0
25,12,42.83,31.39,33.69,29.2,0
25,13,50.26,36.74,37.02,200.22,0
25,14,42.57,37.38,38.03,225.46,0
25,15,49.29,42.04,39.98,263.45,0
25,16,53.39,38.1,36.44,409.53,0
25,17,45.24,34.67,36.88,80.85,0
25,18,39.49,32.86,33.86,171.87,0
25,19,49.27,35.29,38.01,323.01,0
25,20,44.67,32.63,32.63,165.06,0
25,21,48.21,36.85,36.84,100.58,0
25,22,44.91,34.41,30.13,25.08,0
25,23,54.01,30.69,32.6,219.43,0
25,24,44.94,41.68,40.64,215.06,0
25,25,59.28,34.67,32.2,260.7,0
25,26,44.97,31.59,33.17,86.28,0
25,27,49.29,35.99,28.27,211.19,0
25,28,46.69,36.94,32.12,66.5,0
25,29,43.18,29.68,29.71,211.19,0
25,30,46.34,37.99,37.44,186.39,0
25,31,49.34,32.47,35.72,81.5,0
25,32,46.37,43.51,39.4,366.98,0
25,33,51.29,38.76,36.19,24.68,0
25,34,39.39,35.06,34.54,163.01,0
25,35,48.59,33.68,37.53,78.85,0
25,36,52.07,36.24,37.02,400.1,0
25,37,44.89,39.11,36.51,251.81,0
25,38,51.53,36.56,40.73,102.08,0
25,39,48.67,35.79,42.55,146.43,0
26,0,53.16,42.11,49.28,237.48,0
26,1,46.11,36.22,42.57,76.64,0
26,2,51.92,28.92,41.88,441.43,0
26,3,53.28,40.85,37.98,203.32,0
26,4,55.38,48.74,50.86,162.32,0
26,5,52.85,41.1,50.67,295.67,0
26,6,43.75,34.22,35.86,209.93,0
26,7,57.12,40.49,45.58,227.91,0
26,8,59.98,43.52,44.4,479.06,0
26,9,52.42,40.98,38.16,146.99,0
26,10,55.05,36.28,42.77,141.87,0
26,11,51.51,47.36,48.88,193.99,0
26,12,49.91,45.88,43.47,308.58,0
26,13,58.57,57.41,54.5,0.78,0
26,14,57.69,52.07,42.74,55.87,0
26,15,55.69,54.93,44.6,109.55,0
26,16,58.99,53.99,49.56,16.07,0
26,17,59.13,56.3,50.23,129.02,0
26,18,51.38,50.81,45.31,240.3,0
26,19,59.28,54.79,52.14,73.11,0
26,20,65.29,64.86,55.75,8.78,0
26,21,61.64,62.93,55.97,188.32,0
26,22,65.19,62.12,52.36,283.51,0
26,23,58.09,67.31,57.09,23.4,0
26,24,65.64,69.07,54.42,278.43,0
26,25,62.61,76.72,66.11,278.08,0
26,26,60.27,71.14,54.15,294.49,0
26,27,60.76,68.0,62.36,326.22,0
26,28,62.08,73.57,58.04,444.24,0
26,29,65.82,78.28,55.5,137.27,0
26,30,68.71,81.67,66.08,193.15,0
26,31,68.97,73.09,58.12,130.03,0
26,32,68.65,82.46,64.73,180.24,0
26,33,62.35,79.76,64.75,363.94,0
26,34,74.75,83.02,63.29,603.95,0
26,35,70.34,90.63,63.64,716.45,0
26,36,74.18,92.21,69.53,345.26,0
26,37,74.5,88.52,64.65,302.4,0
26,38,75.4,92.62,68.76,136.42,0
26,39,79.23,93.15,59.63,282.53,1
27,0,36.62,22.49,42.95,104.23,0
27,1,42.55,27.08,42.51,689.25,0
27,2,39.73,19.4,42.39,89.29,0
27,3,41.48,23.73,38.86,223.25,0
27,4,39.98,22.16,43.79,154.02,0
27,5,40.98,29.07,49.31,67.29,0
27,6,53.77,27.39,41.55,339.91,0
27,7,48.95,20.61,37.57,291.47,0
27,8,38.73,24.73,49.69,107.41,0
27,9,48.66,22.45,41.43,239.73,0
27,10,43.9,29.34,50.3,244.49,0
27,11,46.6,30.63,46.62,257.08,0
27,12,40.84,19.77,41.71,23.31,0
27,13,42.63,28.85,47.78,300.79,0
27,14,46.17,22.25,40.44,111.64,0
27,15,43.79,24.53,44.83,137.06,0
27,16,41.9,25.67,43.64,496.55,0
27,17,41.87,32.81,43.76,216.22,0
27,18,38.33,21.52,44.15,133.64,0
27,19,38.72,28.88,45.48,84.64,0
27,20,41.64,20.85,42.22,346.77,0
27,21,36.68,20.58,38.62,18.57,0
27,22,42.74,25.65,50.15,59.59,0
27,23,49.27,25.63,47.78,140.24,0
27,24,43.33,14.21,42.93,349.97,0
27,25,45.75,30.18,45.92,272.79,0
27,26,39.46,16.98,35.29,161.06,0
27,27,51.0,24.96,51.03,217.0,0
27,28,48.27,30.85,47.03,107.95,0
27,29,46.5,34.38,46.35,196.76,0
27,30,37.38,24.09,45.57,188.8,0
27,31,42.69,19.81,46.12,296.25,0
27,32,49.44,30.7,47.09,296.06,0
27,33,42.81,29.0,50.62,239.28,0
27,34,44.01,23.58,47.54,136.52,0
27,35,41.16,23.08,40.18,269.02,0
27,36,41.69,22.67,41.33,168.96,0
27,37,33.16,24.16,47.38,50.17,0
27,38,43.44,26.8,36.46,131.61,0
27,39,46.58,23.28,43.33,190.14,0
28,0,59.79,48.66,52.09,243.68,0
28,1,51.87,47.26,51.17,100.39,0
28,2,47.03,38.15,38.17,184.51,0
28,3,40.22,40.63,45.68,628.18,0
28,4,46.45,44.3,42.1,195.52,0
28,5,44.32,38.43,42.51,586.14,0
28,6,56.98,53.13,48.34,39.56,0
28,7,52.8,48.05,51.71,253.92,0
28,8,47.19,44.71,47.92,304.46,0
28,9,50.84,43.39,42.7,70.74,0
28,10,53.51,42.36,49.38,150.72,0
28,11,51.09,36.91,39.29,215.37,0
28,12,41.8,37.83,45.53,263.19,0
28,13,55.58,52.37,48.29,63.32,0
28,14,49.95,51.06,49.18,73.68,0
28,15,55.14,42.46,48.19,140.09,0
28,16,57.4,48.4,50.91,264.38,0
28,17,49.93,46.79,52.88,479.81,0
28,18,50.68,47.26,48.41,152.64,0
28,19,48.12,39.06,46.0,609.16,0
28,20,40.25,37.53,42.86,228.27,0
28,21,56.11,49.49,50.29,338.52,0
28,22,47.86,36.85,45.45,192.96,0
28,23,56.2,44.17,46.97,71.2,0
28,24,47.52,43.29,40.94,294.96,0
28,25,49.27,42.92,47.82,259.63,0
28,26,47.14,46.02,49.33,56.87,0
28,27,47.33,42.05,44.09,987.01,0
28,28,48.59,46.35,44.03,299.67,0
28,29,56.83,45.33,52.68,321.83,0
28,30,53.66,53.16,52.96,172.03,0
28,31,50.54,39.22,44.31,137.03,0
28,32,51.12,44.88,43.86,327.27,0
28,33,48.31,46.49,45.62,34.78,0
28,34,51.45,43.74,51.4,232.63,0
28,35,52.53,39.41,45.61,15.6,0
28,36,50.07,49.79,48.0,307.85,0
28,37,56.45,46.11,49.85,149.03,0
28,38,46.86,39.7,42.59,917.28,0
28,39,51.47,46.52,53.3,238.97,0
29,0,54.26,43.58,44.3,118.09,0
29,1,51.09,49.64,50.32,68.95,0
29,2,59.78,50.77,47.61,30.65,0
29,3,55.17,48.62,49.91,96.58,0
29,4,56.8,51.67,52.86,236.78,0
29,5,54.14,51.13,53.54,95.65,0
29,6,51.37,48.61,45.19,151.46,0
29,7,54.84,46.71,55.63,235.97,0
29,8,54.17,52.93,53.71,242.48,0
29,9,62.55,50.61,50.13,50.46,0
29,10,46.81,43.23,50.41,299.65,0
29,11,60.98,49.64,57.5,315.28,0
29,12,51.86,44.15,42.48,44.42,0
29,13,53.85,44.9,46.82,81.14,0
29,14,56.56,46.15,40.28,322.93,0
29,15,51.99,48.93,50.02,162.38,0
29,16,58.57,50.25,51.18,86.37,0
29,17,42.84,47.12,48.43,12.04,0
29,18,50.88,47.29,46.48,150.08,0
29,19,49.81,46.74,41.63,40.43,0
29,20,51.34,52.95,52.42,130.39,0
29,21,48.32,37.34,48.97,183.89,0
29,22,55.4,47.52,46.79,355.47,0
29,23,60.08,54.94,53.53,145.15,0
29,24,56.34,50.82,45.06,308.71,0
29,25,54.1,53.82,53.09,351.45,0
29,26,52.16,40.62,44.34,352.12,0
29,27,52.64,43.79,44.55,214.17,0
29,28,59.12,50.81,47.72,55.59,0
29,29,60.39,54.96,50.79,235.3,0
29,30,52.45,44.19,48.51,305.81,0
29,31,50.12,47.2,44.27,170.27,0
29,32,52.55,50.36,48.71,389.35,0
29,33,49.56,42.95,46.55,283.18,0
29,34,54.13,50.84,46.61,248.19,0
29,35,50.58,38.05,50.41,310.37,0
29,36,58.19,50.72,47.37,220.0,0
29,37,52.39,44.77,45.3,119.14,0
29,38,53.67,46.96,45.27,120.1,0
29,39,56.2,51.36,56.41,323.66,0
30,0,45.71,34.39,37.69,76.85,0
30,1,42.68,34.72,36.97,73.13,0
30,2,44.42,23.44,34.79,73.18,0
30,3,47.15,27.13,32.51,340.72,0
30,4,41.35,32.07,33.41,97.62,0
30,5,44.96,32.13,37.6,319.61,0
30,6,44.51,38.92,41.57,308.26,0
30,7,40.5,26.29,30.73,25.68,0
30,8,50.12,34.59,41.41,49.39,0
30,9,43.51,31.41,31.08,487.26,0
30,10,41.54,23.36,31.39,390.11,0
30,11,38.25,27.73,34.41,176.22,0
30,12,46.99,30.97,34.62,210.88,0
30,13,42.45,23.1,31.32,104.3,0
30,14,39.03,21.63,38.69,231.88,0
30,15,41.77,22.88,30.27,538.94,0
30,16,46.96,30.96,44.77,63.88,0
30,17,41.61,27.98,36.82,21.41,0
30,18,38.72,27.44,35.44,182.53,0
30,19,51.91,27.58,36.77,529.99,0
30,20,40.61,24.22,42.03,171.93,0
30,21,44.54,28.1,32.15,51.04,0
30,22,46.46,22.64,29.27,86.12,0
30,23,62.07,34.67,35.9,282.38,0
30,24,43.9,36.69,39.4,933.87,0
30,25,43.28,20.62,26.37,178.84,0
30,26,42.07,28.04,35.48,285.48,0
30,27,42.87,28.31,41.11,237.67,0
30,28,42.56,29.22,36.43,353.59,0
30,29,43.1,33.93,37.09,564.68,0
30,30,44.74,28.06,33.37,128.44,0
30,31,39.7,29.57,39.05,23.87,0
30,32,55.03,41.84,38.89,920.71,0
30,33,45.78,29.48,42.14,295.77,0
30,34,50.7,36.99,45.81,336.0,0
30,35,44.82,31.93,38.0,295.24,0
30,36,43.28,27.71,35.21,35.3,0
30,37,45.59,27.04,38.35,309.98,0
30,38,41.09,29.89,39.85,40.62,0
30,39,42.26,25.42,31.56,287.77,0
31,0,55.24,35.13,31.78,112.54,0
31,1,49.26,35.78,40.91,186.92,0
31,2,58.26,39.72,43.84,266.9,0
31,3,46.22,39.46,35.51,32.78,0
31,4,45.41,40.3,41.49,94.17,0
31,5,47.05,41.64,44.5,96.7,0
31,6,49.25,38.07,37.92,229.32,0
31,7,60.44,38.14,41.66,243.27,0
31,8,44.98,42.68,32.28,192.15,0
31,9,54.42,43.35,45.4,117.44,0
31,10,47.82,40.48,40.58,18.23,0
31,11,51.65,44.67,41.52,151.33,0
31,12,47.35,44.31,45.46,119.82,0
31,13,55.05,42.47,47.09,180.64,0
31,14,55.99,52.54,47.51,123.67,0
31,15,58.95,49.12,49.68,363.8,0
31,16,59.69,58.67,43.54,95.27,0
31,17,45.24,45.58,44.98,216.32,0
31,18,60.08,51.5,45.01,279.36,0
31,19,49.5,55.54,44.66,264.18,0
31,20,52.89,61.68,43.66,274.47,0
31,21,56.16,60.49,51.51,291.73,0
31,22,56.87,61.92,53.02,107.52,0
31,23,64.26,57.99,52.8,47.82,0
31,24,58.79,59.73,53.03,64.16,0
31,25,68.05,67.53,50.11,136.49,0
