temperatura_cpu,uso_cpu,uso_memoria,trafico_red,fallo
54.88,43.16,39.81,375.35,0
47.34,48.33,38.89,258.81,0
59.66,65.41,96.24,293.9,0
65.97,72.44,77.69,206.49,0
55.69,68.84,56.5,112.28,0
57.47,40.49,47.39,266.74,0
71.35,77.32,72.89,132.68,0
66.18,67.7,62.6,46.02,0
67.54,62.92,55.43,136.65,0
66.03,66.12,77.77,46.31,0
60.5,64.46,74.45,14.22,0
54.68,67.05,53.34,504.37,0
57.42,62.67,54.11,368.89,0
40.29,25.1,24.51,163.98,0
45.9,23.5,48.05,278.32,0
65.14,71.17,61.33,57.42,1
33.49,20.25,46.17,299.24,0
55.26,41.15,56.1,239.18,0
68.74,65.42,62.63,94.26,0
71.65,70.16,70.88,151.51,0
53.31,58.6,74.88,141.1,0
58.33,53.74,46.39,327.5,0
44.39,37.87,17.06,187.79,0
85.9,96.09,93.1,36.72,1
59.98,60.49,49.37,132.67,0
71.03,88.87,83.88,82.65,1
36.9,16.68,25.77,21.69,0
44.92,24.45,50.35,85.82,0
55.88,46.3,38.45,123.78,0
57.96,74.36,59.09,60.38,0
66.52,59.86,46.07,775.72,0
50.94,36.05,50.25,268.06,0
70.39,68.35,59.13,275.52,0
57.24,36.27,57.34,343.6,0
48.48,36.91,47.6,378.14,0
52.22,34.64,51.72,903.18,1
52.13,50.02,56.14,6.5,0
51.06,46.52,65.47,206.39,0
73.96,74.13,65.81,281.99,0
38.95,23.14,49.48,74.7,0
53.29,44.16,75.67,239.7,0
48.09,44.84,56.5,473.38,0
63.58,75.77,75.96,0.44,0
60.09,66.56,49.14,1000.0,1
75.84,79.58,44.35,355.81,1
50.91,35.52,57.52,170.33,0
73.51,81.09,69.18,261.93,1
50.86,60.63,52.02,336.52,0
50.27,39.35,66.4,154.75,0
42.37,26.7,33.61,40.82,0
72.9,83.56,72.1,184.87,1
60.95,36.78,45.5,35.8,0
40.8,45.12,57.56,117.44,0
54.16,43.84,59.66,266.29,0
70.56,59.86,49.69,1000.0,1
44.21,32.08,45.6,349.67,0
69.24,79.33,77.12,234.8,1
57.48,48.03,54.04,927.36,0
61.6,87.77,78.05,50.49,1
53.01,42.79,39.1,294.17,0
60.82,71.28,68.34,236.03,0
52.8,22.95,57.05,899.58,1
68.13,80.8,58.59,250.82,0
70.12,90.58,77.57,94.36,1
38.91,5.81,29.58,166.83,0
57.88,50.96,68.11,356.42,0
58.61,48.11,63.4,297.34,0
47.09,12.03,12.04,186.95,0
50.16,45.84,33.76,65.2,0
57.46,36.67,40.06,167.97,0
58.56,37.34,46.57,59.45,0
62.9,75.52,66.41,217.18,0
45.4,36.42,71.21,90.38,0
72.35,87.21,75.68,215.99,1
46.93,34.62,43.23,94.19,0
68.67,61.13,62.89,177.86,0
36.58,19.34,37.76,29.12,0
53.86,44.87,59.32,426.23,0
43.09,32.42,30.64,254.07,0
58.29,55.98,32.27,96.72,0
74.24,68.55,66.94,173.08,0
61.18,43.62,50.96,440.91,0
40.51,14.38,46.57,57.53,0
55.17,43.52,62.03,33.16,0
61.69,59.42,51.04,26.73,0
42.87,26.93,41.14,779.71,1
69.33,60.32,80.12,424.26,0
48.04,20.53,40.89,116.02,0
48.63,33.6,35.66,137.45,0
56.14,54.83,58.58,230.25,0
51.62,44.3,52.89,195.33,0
64.7,67.4,58.81,345.42,0
36.37,9.88,32.17,323.19,0
61.4,51.53,59.69,249.09,0
55.37,45.59,42.12,165.53,0
57.35,65.48,47.71,343.97,0
55.04,62.55,61.01,81.92,0
61.15,52.6,43.45,72.31,0
57.75,68.54,49.34,138.81,0
33.46,6.96,31.01,374.26,0
41.92,26.35,42.29,927.64,0
41.24,33.55,55.18,109.94,0
65.48,69.41,64.45,226.1,0
58.41,58.76,72.51,191.5,0
37.34,18.54,53.2,143.08,0
63.86,46.59,53.14,270.06,0
47.24,59.55,67.76,129.03,0
44.11,35.72,65.62,1000.0,1
37.99,19.28,41.55,235.61,0
43.62,40.02,47.6,352.47,0
83.66,87.75,81.89,81.41,0
85.94,92.82,56.0,177.77,1
50.85,48.41,28.52,908.83,0
59.56,46.12,37.36,400.57,0
62.35,59.49,60.47,544.08,0
65.29,54.38,52.19,156.78,0
43.59,26.36,48.49,255.91,0
44.53,22.55,22.02,216.99,0
74.06,76.19,53.49,780.98,1
48.02,21.24,48.58,387.12,0
72.97,87.41,52.5,158.81,0
34.05,14.7,35.99,997.85,0
68.34,87.3,69.79,92.62,0
41.44,40.63,34.74,9.16,0
41.82,12.79,46.48,218.33,0
66.9,73.57,36.93,217.43,0
59.9,57.51,74.23,377.92,0
57.76,56.28,42.86,474.47,0
48.64,48.6,55.18,486.72,0
55.26,47.16,81.85,46.2,0
51.41,35.62,33.03,292.89,0
48.67,45.68,44.19,319.53,0
57.13,54.94,75.36,121.48,0
37.75,19.55,17.7,243.07,0
62.32,68.26,66.49,259.9,0
42.38,34.9,38.77,127.24,0
36.18,11.99,16.79,392.29,0
61.05,45.46,51.67,235.27,0
54.53,54.43,69.41,174.25,0
44.18,33.89,51.6,16.47,0
42.2,28.88,68.67,372.7,0
40.8,21.19,39.44,211.25,0
60.82,43.17,62.06,211.74,0
50.74,25.46,43.49,912.26,0
46.49,33.06,53.29,334.07,0
42.62,30.07,40.55,29.79,0
33.15,21.64,16.49,131.21,0
64.38,80.3,64.08,93.69,0
41.48,42.07,38.71,1000.0,0
75.06,85.56,82.86,250.76,1
56.26,38.23,50.62,221.07,0
61.91,69.1,75.41,174.19,0
68.64,75.49,84.28,223.79,1
64.35,82.16,70.89,629.04,1
48.88,57.77,54.57,237.47,0
51.42,41.62,48.51,136.64,0
60.09,56.9,30.58,184.3,0
66.3,56.05,30.97,168.89,1
57.66,33.36,43.59,210.4,0
53.01,48.69,41.86,63.28,0
51.9,33.35,38.77,319.84,0
70.75,80.81,79.86,244.53,1
38.7,14.55,38.13,81.63,0
56.52,53.7,58.6,352.97,0
44.7,29.18,46.88,85.4,0
57.42,56.38,60.43,522.89,0
59.83,42.5,61.3,482.78,0
52.82,42.93,57.87,458.77,0
59.73,41.35,72.64,125.52,0
47.37,43.18,59.57,236.1,0
46.27,61.81,60.39,106.73,0
55.25,55.58,50.19,264.6,0
62.92,76.31,68.34,748.03,1
40.79,35.35,47.95,130.96,0
63.94,55.3,64.32,129.36,0
55.59,65.81,74.35,212.37,0
53.81,41.09,75.66,640.43,1
82.05,86.9,59.26,395.83,1
51.62,55.14,60.5,212.85,0
66.08,76.61,61.55,172.82,0
59.62,45.33,39.64,293.45,0
35.69,12.54,30.61,108.06,0
68.71,76.19,56.67,165.79,0
58.18,49.97,37.7,92.73,0
70.24,81.25,81.15,213.63,1
51.73,47.76,60.14,217.44,0
62.34,74.45,93.79,118.43,0
70.51,95.62,73.16,267.71,1
57.65,49.28,50.48,218.67,0
50.21,46.74,68.59,120.23,0
67.72,64.66,56.09,323.46,0
63.06,50.26,41.65,173.05,0
41.66,33.57,41.4,42.88,0
61.42,55.93,62.86,64.19,0
66.39,52.39,57.25,415.31,0
55.0,59.29,64.07,218.89,0
76.61,83.94,66.6,212.53,1
58.65,51.83,77.45,193.43,0
50.84,30.52,35.99,382.7,0
72.89,97.11,69.08,221.39,1
49.44,17.21,61.65,432.2,0
59.12,66.23,81.3,221.87,0
49.5,31.09,38.82,201.21,0
66.57,75.83,49.67,390.03,0
70.5,77.85,66.88,247.29,1
43.8,36.34,37.72,123.96,0
57.16,68.04,88.7,161.49,0
47.6,30.79,47.36,153.84,0
42.25,26.28,51.15,13.77,0
37.94,17.27,35.39,331.58,0
62.82,61.08,77.04,133.12,0
57.23,71.1,54.2,69.78,0
68.78,66.85,50.0,844.83,0
50.76,39.49,53.21,27.04,0
48.91,28.46,56.46,186.83,0
45.54,23.69,80.75,145.08,0
61.85,58.57,66.39,388.14,0
68.19,91.7,88.18,157.63,1
74.27,79.24,67.22,322.54,0
68.91,77.27,52.61,58.51,0
56.99,59.48,51.47,42.35,0
74.97,94.78,69.05,88.1,1
43.69,21.47,15.77,401.82,0
61.69,62.59,69.04,286.58,0
71.43,79.23,54.09,42.47,1
51.12,23.59,27.47,162.93,0
50.32,51.1,53.3,151.82,0
59.6,51.85,30.15,363.86,0
48.73,37.53,59.32,86.22,0
47.52,21.31,34.18,361.45,0
81.09,89.05,77.69,219.05,1
47.13,30.75,67.99,462.92,0
51.75,36.19,47.89,98.19,0
56.38,39.79,37.26,190.99,0
58.24,46.19,35.08,943.81,1
65.82,59.87,41.16,347.8,0
63.93,72.66,54.84,814.79,1
64.05,75.29,53.9,54.77,0
68.43,91.55,59.2,303.83,1
58.77,60.31,42.45,23.35,0
72.29,88.51,73.21,63.32,1
51.5,43.96,56.04,311.85,0
59.68,54.82,33.98,11.83,0
57.58,49.97,58.2,144.29,0
64.77,71.96,71.96,313.91,0
50.62,36.7,48.48,262.28,0
72.69,79.47,55.97,253.51,0
49.96,47.73,47.42,318.77,0
61.87,54.79,42.02,1000.0,1
45.49,35.97,51.73,13.92,0
60.88,47.14,46.13,249.99,0
53.3,44.5,45.97,344.68,0
59.52,59.14,82.76,315.18,0
32.6,20.76,37.37,176.1,0
58.78,51.07,62.03,167.43,0
58.87,57.38,63.4,323.65,0
53.03,43.82,59.27,232.1,0
68.34,80.01,72.55,364.12,0
66.19,67.52,74.06,216.48,0
70.22,74.11,78.37,143.97,0
48.55,30.72,49.43,769.17,0
63.96,55.16,51.42,165.43,0
33.69,11.49,38.67,15.36,0
45.48,35.75,41.09,74.43,0
69.99,78.17,70.81,70.17,1
47.79,27.14,29.78,305.47,0
61.18,57.82,53.96,163.72,0
37.33,25.59,51.78,226.73,0
34.81,19.18,46.64,301.04,0
64.78,73.26,61.81,194.63,1
46.97,51.99,64.55,96.8,0
40.05,14.66,64.46,133.08,0
38.15,14.18,36.89,315.86,0
53.17,55.95,42.63,196.07,0
61.69,70.54,67.59,181.63,0
49.03,35.83,53.73,147.03,0
56.61,69.74,67.62,279.75,0
56.06,58.86,39.87,227.43,0
51.69,45.66,33.12,46.92,0
57.55,58.81,70.37,88.09,0
43.38,27.68,44.34,92.3,0
61.84,50.09,58.6,282.41,0
52.36,33.96,55.61,293.27,0
50.6,47.42,52.31,179.99,0
45.32,40.23,66.22,717.38,1
41.14,24.36,55.5,37.78,0
67.1,62.96,40.1,249.86,0
62.53,89.5,53.47,46.33,1
62.44,65.27,49.23,316.52,0
55.58,54.62,56.25,286.88,0
67.09,63.25,63.6,375.23,0
73.31,79.14,89.33,207.55,1
64.85,87.38,72.18,122.0,0
60.2,48.29,34.57,264.83,0
39.49,41.64,31.75,317.14,0
61.02,56.44,37.24,26.35,0
51.09,33.87,61.5,189.62,0
51.0,23.0,63.82,239.8,0
62.03,62.81,67.42,272.2,0
57.93,63.59,69.09,147.16,0
38.22,24.48,45.78,294.65,0
56.54,37.47,47.39,55.97,0
65.44,54.24,51.48,502.71,0
43.72,30.34,54.02,106.34,1
60.75,62.25,52.91,261.17,0
59.05,43.98,40.5,117.12,0
72.53,79.75,54.68,887.32,1
65.79,75.48,61.69,38.11,0
65.79,81.7,54.18,361.34,1
46.95,41.63,63.75,77.39,0
71.06,74.55,65.63,212.24,1
54.99,53.97,24.31,190.42,0
57.65,60.18,48.74,94.75,0
53.67,40.47,52.1,181.78,0
53.94,46.82,44.88,358.91,0
62.24,61.5,67.05,221.66,0
72.67,91.94,68.55,61.05,0
55.15,54.29,45.97,86.99,0
63.43,76.32,59.93,151.69,0
60.0,53.17,62.01,187.63,0
63.13,66.75,74.96,167.76,0
52.21,40.75,46.68,416.59,0
42.92,34.83,39.31,50.44,0
63.88,61.74,58.85,231.84,0
59.8,57.03,65.65,296.84,0
53.6,39.01,74.99,293.67,0
56.18,48.82,50.69,334.08,0
76.1,92.77,70.87,217.54,0
63.11,87.41,61.3,236.92,0
81.22,94.64,100.0,150.52,1
52.6,59.13,66.21,26.44,0
69.58,70.43,78.45,249.32,0
52.2,44.7,57.59,139.6,0
30.0,9.25,36.86,88.4,0
46.88,33.27,47.56,255.87,0
38.29,29.98,33.84,269.22,0
66.25,62.42,83.22,94.14,0
49.67,44.01,54.66,237.5,0
32.4,12.18,30.22,187.82,0
54.44,41.6,49.54,228.48,0
61.0,63.5,77.2,388.04,1
78.33,95.06,90.37,266.38,1
61.47,65.3,50.78,255.04,0
57.76,43.43,40.7,67.22,0
64.13,74.21,60.28,874.48,1
44.25,43.76,54.05,272.23,0
52.74,56.99,55.76,38.15,0
65.01,67.03,83.73,920.67,1
56.35,60.08,42.38,85.51,0
58.76,44.22,39.93,178.67,0
34.53,18.22,38.64,167.65,0
48.01,23.75,59.0,219.59,0
54.22,53.01,64.07,269.77,0
50.0,24.92,44.69,344.99,0
39.07,9.88,43.5,356.27,0
49.0,34.85,40.52,164.43,0
70.09,75.59,81.91,111.36,1
63.45,55.04,50.72,81.84,0
42.98,24.42,32.67,151.64,0
56.64,73.97,70.54,51.83,0
47.82,21.34,60.35,270.45,0
63.61,71.66,56.04,353.52,0
70.29,55.42,64.36,28.69,0
37.89,19.36,30.29,201.42,0
53.05,49.9,52.06,433.39,0
46.02,22.38,17.7,22.24,0
56.3,44.56,44.04,421.58,0
54.31,43.9,44.5,71.03,0
56.99,60.41,51.68,951.58,0
59.53,72.45,27.8,292.63,0
50.65,47.91,65.96,276.14,0
67.26,93.13,37.05,184.19,0
59.99,38.43,51.05,85.48,0
58.46,68.66,42.05,13.41,0
62.77,70.08,45.79,188.5,0
55.93,44.49,59.75,168.16,0
46.82,32.17,45.31,81.16,0
65.61,79.49,55.99,161.67,1
60.35,63.24,39.41,237.63,0
50.54,46.92,29.11,360.48,0
49.67,41.17,53.37,229.26,0
57.81,51.86,46.12,173.66,0
57.41,66.5,79.09,76.48,0
57.86,44.47,44.24,88.33,0
62.96,66.52,65.08,232.47,0
56.87,60.4,76.07,240.61,0
66.11,77.58,63.61,166.66,0
68.49,66.63,48.3,335.76,0
81.54,98.81,73.65,208.83,1
59.99,58.25,56.76,127.04,0
71.76,92.95,65.23,101.74,1
55.01,43.83,68.08,91.68,0
70.57,83.69,58.84,272.0,1
82.05,89.84,77.68,618.51,1
47.65,34.43,50.3,1000.0,0
73.54,72.0,56.21,72.73,0
38.71,12.47,46.76,174.95,0
46.02,41.74,55.73,191.82,0
82.88,74.77,67.3,554.62,1
38.88,30.68,62.4,3.93,0
39.8,38.44,67.84,321.3,0
45.59,52.1,46.23,84.72,0
77.99,70.19,44.56,402.46,1
54.15,25.06,58.12,95.3,0
52.01,41.94,64.39,355.44,0
41.38,15.66,32.05,233.26,0
72.94,86.28,74.65,0.29,1
47.01,51.88,56.08,229.81,0
57.93,40.51,46.35,277.34,0
73.31,75.37,74.41,288.15,1
47.5,47.07,72.49,1000.0,0
68.68,76.21,36.5,589.19,1
45.86,30.93,41.54,491.91,0
48.49,38.14,55.46,250.72,0
54.74,56.82,51.77,2.58,0
65.97,75.07,76.51,49.96,0
58.71,63.8,71.84,159.66,0
47.84,22.87,62.43,185.6,0
62.13,65.8,64.2,76.08,0
41.8,28.83,60.92,118.44,0
50.92,41.4,44.89,98.33,0
56.98,55.84,66.76,124.19,0
41.98,23.69,10.0,202.06,0
74.84,85.76,53.45,438.86,1
41.03,22.63,37.55,32.66,0
61.04,69.34,67.19,167.99,0
56.34,67.69,54.77,197.23,0
53.27,46.33,70.25,255.91,0
63.28,54.46,67.74,123.44,0
58.55,59.07,58.37,34.97,0
65.72,78.75,84.98,296.87,1
68.11,86.73,64.35,93.12,0
36.26,27.99,33.66,257.27,0
82.34,96.64,87.41,79.41,1
69.92,77.17,67.77,236.58,0
66.81,67.32,65.86,374.08,0
52.66,42.18,51.74,97.05,0
54.09,56.79,52.81,724.18,0
58.35,60.73,56.86,665.04,0
39.16,21.0,37.34,541.77,0
57.3,59.53,61.79,180.8,0
62.69,71.19,71.11,173.92,0
63.86,57.26,63.39,187.03,0
80.58,83.63,64.3,402.93,1
56.95,63.72,80.18,104.31,0
34.87,8.09,15.79,319.0,0
61.5,61.78,68.9,86.15,0
62.27,76.46,73.23,75.74,0
39.28,15.26,34.9,255.62,0
65.95,69.97,57.99,382.13,0
55.37,51.66,56.08,142.5,0
78.01,93.22,68.36,141.44,1
45.99,30.41,52.6,295.28,0
44.0,57.24,57.01,198.4,0
44.7,38.05,61.71,302.0,0
78.7,85.95,41.47,43.8,1
55.18,44.74,61.23,44.1,0
56.75,84.79,43.78,190.76,0
33.74,20.19,32.62,267.77,0
60.49,54.09,37.61,180.52,0
56.16,58.79,80.86,211.98,0
50.51,69.61,62.06,290.98,0
76.21,84.59,67.23,13.0,0
62.38,58.17,50.76,290.96,0
35.83,17.35,57.84,357.59,0
54.29,34.93,53.96,148.57,0
38.64,23.03,37.46,70.83,0
70.47,90.4,79.93,333.32,1
58.41,62.68,39.27,457.93,0
41.83,41.97,51.03,222.17,0
61.39,59.41,63.43,657.27,0
64.36,64.69,61.17,199.12,0
57.48,60.37,57.19,74.94,0
66.69,67.74,37.93,1000.0,1
58.71,75.37,67.92,192.41,0
48.33,28.05,31.79,60.81,0
58.01,53.01,49.74,229.91,0
57.21,62.31,77.67,101.69,0
69.45,76.92,53.26,2.74,0
62.4,75.66,78.26,313.89,0
54.17,36.18,61.06,244.79,0
45.56,23.75,55.04,129.63,0
56.36,49.0,52.67,390.81,0
59.05,63.84,59.25,87.99,0
73.71,82.25,51.62,134.8,0
50.68,27.52,24.4,256.26,0
47.22,15.62,51.82,331.44,0
42.69,29.17,57.52,258.65,0
43.16,15.36,49.09,115.41,0
68.61,64.41,22.7,164.4,0
59.29,61.96,68.65,970.67,0
72.49,72.74,80.5,150.15,1
46.36,29.48,52.48,161.51,0
61.48,75.15,65.56,262.44,0
42.89,31.4,50.62,96.5,0
55.31,66.37,48.32,1000.0,1
75.45,94.87,80.6,196.25,1
44.53,28.97,41.95,71.91,0
48.58,34.0,45.26,258.29,0
54.74,34.64,35.69,181.98,0
49.34,37.86,24.7,130.99,0
45.62,32.51,53.63,412.48,0
50.12,41.57,41.07,153.1,0
44.31,46.9,47.74,131.89,0
66.89,68.43,76.31,1000.0,1
66.43,76.49,49.8,275.58,0
65.75,72.49,64.3,313.16,0
56.55,55.55,76.08,115.54,0
40.02,16.05,29.58,232.99,0
67.3,90.99,83.61,7.96,1
58.02,56.58,59.18,88.07,0
52.58,51.29,59.33,111.36,0
67.6,77.02,47.54,207.08,0
48.65,47.23,71.64,560.03,0
60.22,56.15,75.51,942.67,1
62.68,66.47,37.47,35.98,0
62.2,79.73,89.92,331.34,1
58.06,46.36,41.24,1.83,0
56.82,59.54,69.42,429.96,0
68.64,83.55,84.24,124.2,1
61.82,56.15,33.55,113.82,0
58.83,46.65,54.19,353.03,0
56.82,59.02,48.32,116.13,0
51.55,41.29,54.66,1000.0,0
65.04,64.41,56.7,114.48,0
68.0,64.54,40.32,333.12,0
63.86,68.3,54.77,217.39,0
48.94,31.69,55.21,301.82,0
52.58,54.68,49.97,48.84,0
55.36,67.22,62.8,75.02,0
63.53,62.51,49.05,59.19,0
54.99,58.76,54.73,139.42,0
57.52,65.54,49.37,170.01,0
48.74,29.42,42.84,127.39,0
50.62,42.09,30.25,120.49,0
49.83,36.28,53.73,104.19,0
49.91,52.88,37.63,205.93,0
63.86,79.16,72.8,163.5,0
55.66,33.72,42.86,143.85,0
54.44,55.92,63.57,130.99,0
48.12,37.24,40.97,208.46,0
46.58,29.11,55.99,42.92,0
52.94,57.15,40.21,163.21,0
52.16,29.13,58.31,138.87,0
57.78,55.96,39.53,12.67,0
59.78,62.96,61.78,172.78,0
52.91,33.85,60.57,97.92,0
60.61,52.29,71.56,98.16,0
81.94,87.19,73.61,250.53,1
36.5,14.54,21.41,261.79,0
63.99,45.7,60.07,201.98,0
77.77,92.48,72.19,233.72,1
69.06,62.19,46.89,292.98,0
74.16,80.94,77.83,215.7,1
65.32,79.41,46.77,960.48,1
63.48,77.49,54.78,118.23,0
51.73,62.5,48.26,323.72,0
53.21,67.95,44.17,126.19,0
45.47,35.93,18.76,106.0,0
59.98,47.06,46.93,309.57,0
68.11,83.92,65.1,293.02,1
67.89,85.38,87.53,54.51,1
59.41,51.99,69.41,192.8,0
54.75,58.81,34.8,110.71,0
57.44,35.3,34.05,327.11,0
61.21,66.35,66.48,188.4,0
43.99,15.95,50.09,102.77,0
46.66,34.04,54.61,257.26,0
59.23,58.93,51.92,286.86,0
61.25,51.34,63.37,170.72,0
60.83,60.19,79.35,298.0,0
61.75,48.45,32.88,434.24,0
34.79,14.57,33.29,112.07,0
62.97,81.44,84.69,380.91,1
43.82,44.72,61.48,414.81,0
62.25,52.12,63.32,267.37,0
75.51,84.78,68.51,153.12,1
65.04,74.71,55.05,759.74,0
73.07,86.04,61.46,206.37,1
59.64,48.46,62.34,139.62,0
49.98,41.16,55.02,8.66,0
60.27,80.59,85.69,101.5,0
48.59,55.05,72.4,194.02,0
44.02,38.02,36.02,240.41,0
73.65,89.42,85.1,880.81,1
43.72,35.72,62.37,157.01,0
59.05,47.58,52.7,161.65,0
48.69,50.12,61.08,782.93,0
60.99,70.55,57.0,134.55,0
38.18,33.23,65.24,107.03,0
36.74,15.15,43.79,151.88,0
60.41,61.68,65.72,255.85,0
63.16,56.03,43.16,133.49,0
43.48,23.65,41.26,215.5,0
59.98,52.76,61.31,155.87,0
47.64,23.08,44.76,95.67,0
64.46,66.29,73.44,212.15,0
39.23,25.46,30.53,82.32,0
63.15,63.31,64.42,762.3,0
71.77,70.28,52.47,301.73,0
55.11,53.66,54.31,240.41,0
74.89,87.21,65.89,108.16,0
38.6,8.6,39.08,176.73,0
66.03,77.99,47.56,224.06,1
63.13,57.48,40.92,54.8,0
63.55,72.76,60.62,28.93,0
72.51,83.13,60.41,908.02,1
53.9,50.22,63.45,274.65,0
56.65,53.12,67.98,434.82,0
76.01,85.53,79.28,288.68,1
40.87,40.44,62.04,1000.0,0
64.75,64.49,60.43,45.92,0
64.87,63.77,49.9,311.09,0
65.88,79.9,66.66,145.63,0
39.27,16.14,40.0,48.28,0
34.57,16.2,12.02,308.39,0
46.73,40.7,34.97,399.48,0
56.21,49.7,64.52,310.8,0
70.39,54.92,36.16,556.77,1
49.81,31.51,44.43,86.22,0
34.02,13.62,31.76,129.67,0
79.87,95.64,45.49,67.9,1
53.35,40.1,65.78,66.99,0
60.66,81.08,75.68,409.58,1
45.21,32.14,23.89,644.08,0
54.61,50.69,58.74,117.89,0
44.25,25.36,28.66,389.11,0
73.2,89.91,72.9,1000.0,1
50.39,38.37,68.24,47.62,0
37.14,21.33,29.04,187.89,0
69.04,84.06,78.1,54.81,0
48.87,39.57,43.4,169.85,0
74.77,80.38,74.61,211.51,1
52.58,52.32,48.74,221.15,0
36.61,12.69,29.45,481.62,0
69.16,84.64,66.58,311.48,0
56.6,36.22,47.17,24.41,0
63.17,60.53,67.46,216.31,0
53.04,55.88,63.37,190.2,0
47.73,29.88,64.24,479.84,0
63.73,79.97,54.5,133.8,0
71.79,83.68,80.01,219.55,1
53.2,31.23,41.12,240.06,0
44.71,48.9,55.7,39.53,0
48.84,47.56,49.66,28.66,0
57.35,53.42,63.64,166.03,0
53.71,51.49,44.81,300.02,0
55.4,48.54,60.54,532.17,0
55.39,51.76,35.38,185.03,0
58.21,75.25,60.92,99.6,1
60.03,54.17,39.17,90.41,0
66.69,89.93,100.0,234.97,1
49.31,35.39,50.27,261.38,0
63.0,72.32,54.54,300.56,0
67.23,50.49,39.09,317.48,0
52.3,45.45,26.86,185.12,0
61.92,61.22,38.47,260.07,0
64.79,65.27,56.49,228.18,0
65.42,68.98,58.74,185.98,0
61.7,64.85,57.34,24.97,0
61.42,74.71,75.18,88.93,0
62.93,68.45,46.04,207.86,0
63.04,87.76,81.15,872.62,1
62.77,61.6,55.78,993.35,1
76.4,64.79,61.63,301.2,0
54.41,46.79,47.1,227.9,0
52.48,40.82,43.56,273.83,0
36.3,26.22,35.83,429.95,0
53.7,56.05,74.11,261.63,0
46.38,21.52,28.29,194.97,0
58.87,74.15,45.22,268.73,0
50.0,47.04,57.2,322.35,0
51.17,35.5,50.26,432.42,0
42.89,14.87,34.09,35.77,0
62.52,67.54,66.19,45.92,0
63.94,68.1,60.69,795.27,0
59.62,58.74,59.07,16.79,0
45.55,42.87,51.34,162.62,0
59.33,60.21,41.3,471.64,0
37.8,9.98,48.74,200.52,0
54.58,50.05,66.75,202.16,0
58.28,78.06,86.6,139.92,1
48.27,18.67,37.29,425.76,0
36.11,20.83,30.5,263.5,0
53.81,46.62,60.14,129.8,0
47.54,30.28,36.21,421.99,0
61.63,69.35,71.42,227.78,0
46.09,27.97,11.72,137.75,0
45.38,37.52,49.25,113.22,0
61.78,41.41,35.6,220.61,0
55.79,54.55,66.6,132.29,0
51.02,31.58,59.76,152.79,0
53.08,57.69,59.31,144.36,0
49.25,29.66,66.04,74.59,0
48.79,44.3,48.01,584.57,0
36.65,25.24,33.08,95.93,0
63.16,79.31,50.69,300.25,0
58.09,65.94,57.97,167.17,0
50.4,38.78,51.03,210.61,0
87.81,90.06,48.24,177.77,1
63.33,38.37,42.22,217.92,0
51.78,46.5,36.5,118.24,0
52.4,33.92,51.46,417.64,0
37.63,25.88,25.75,468.8,0
32.81,24.64,33.18,243.07,0
74.17,91.34,70.11,263.49,1
60.67,56.38,68.28,27.12,0
53.1,37.37,58.4,26.56,0
52.85,33.59,37.97,101.83,0
53.15,49.58,65.95,500.02,0
69.11,79.9,66.18,117.71,0
46.8,23.25,56.31,397.56,0
52.5,31.59,44.61,91.62,0
49.36,47.59,30.34,55.67,0
66.46,72.62,60.56,124.95,0
43.31,17.52,35.17,121.11,0
62.98,65.74,56.24,91.17,0
70.37,90.18,66.05,434.23,1
37.46,11.83,38.23,191.87,0
72.5,82.28,71.85,170.16,1
71.11,93.29,73.36,203.81,1
48.47,48.81,75.24,337.24,0
80.83,83.77,51.86,203.76,1
68.97,78.32,46.46,245.83,0
62.71,56.56,82.27,352.65,0
66.77,73.31,60.6,39.64,0
46.12,19.28,45.98,74.34,0
48.83,35.72,51.12,216.27,0
65.95,67.43,58.68,93.83,0
34.34,17.15,55.72,165.19,0
39.3,35.05,47.82,34.58,0
45.74,35.05,58.09,70.58,0
56.34,68.42,48.91,366.56,0
54.18,71.24,65.92,144.97,0
66.79,72.35,63.37,131.19,0
30.0,12.56,25.73,75.94,0
55.75,41.32,47.63,67.19,0
61.24,47.89,47.35,44.38,0
67.76,93.43,49.74,581.52,0
60.29,58.36,74.03,94.43,0
69.74,61.86,51.0,182.65,0
50.75,45.89,41.15,296.1,0
72.79,82.04,61.99,187.33,1
75.33,68.18,52.71,48.87,1
46.96,50.75,55.22,780.36,0
57.93,67.44,88.46,109.73,0
63.13,61.55,58.33,100.83,0
79.57,79.81,66.97,143.19,1
61.92,72.77,41.39,333.44,0
58.9,32.0,37.03,301.07,0
64.84,69.96,70.89,439.51,1
40.26,39.34,51.8,66.03,0
62.21,48.39,54.91,32.48,0
64.7,76.13,56.72,144.62,0
60.44,56.95,33.13,374.96,0
43.82,43.73,58.5,115.71,0
42.6,31.23,31.55,217.09,0
51.77,59.24,58.57,149.22,0
41.1,37.21,36.6,293.53,0
56.75,52.75,50.81,263.04,0
72.17,81.16,71.39,292.87,1
40.98,25.47,54.47,273.52,0
42.65,38.78,60.85,620.33,1
62.68,80.58,75.58,467.64,1
51.94,39.32,51.43,323.81,0
46.13,29.51,55.54,127.22,0
53.07,41.59,72.73,143.64,0
74.87,76.25,59.13,372.37,1
59.31,53.12,67.5,378.18,0
50.71,36.22,56.22,72.38,0
73.29,64.01,35.52,99.86,0
68.06,81.38,61.63,74.79,0
65.86,47.7,53.97,375.9,0
53.76,31.84,60.3,404.05,0
60.26,64.66,54.09,202.6,0
